estado,pcode1,municipio,pcode2,parroquia,pcode3,ubicacion
SUCRE,VE19,VALDEZ,VE1915,GUIRIA,VE191501,PATRICIA GARCIA DE REYES (FYA)
ZULIA,VE23,MARA,VE2312,TAMARE,VE231207,PBRO MANUEL MARIA PADRON
TACHIRA,VE20,MICHELENA,VE2018,MICHELENA,VE201801,PBRO. JOSE LUCIO  BECERRA
LA GUAIRA,VE24,VARGAS,VE2401,EL JUNKO,VE240105,PETAQUIRE
MIRANDA,VE15,SIMON BOLIVAR,VE1518,SAN ANTONIO DE YARE,VE151802,PINANGO DE SAN JUAN
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"PRE ESCOLAR ""CERRO PERICO"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"PRE ESCOLAR ""JUAN VICENTE GONZALEZ"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"PRE ESCOLAR BOLIVARIANO ""AYACUCHO"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"PRE ESCOLAR BOLIVARIANO ""CATANIAPO"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"PRE ESCOLAR BOLIVARIANO ""RIO VENTUARI"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"PREESCOLAR ""JESUS ROSA MARCANO"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"PREESCOLAR BOLIVARIANO ""SIMON BOLIVAR"""
MIRANDA,VE15,BARUTA,VE1503,LAS MINAS DE BARUTA,VE150303,PREESCOLAR EL CARMEN
MIRANDA,VE15,BARUTA,VE1503,BARUTA,VE150301,PREESCOLAR EL CARMEN
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,23 DE ENERO,VE010122,PREESCOLAR SAN JOSE DE CALAZANS FE Y ALEGRIA
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,PRESIDENTE KENNEDY
MIRANDA,VE15,BARUTA,VE1503,LAS MINAS DE BARUTA,VE150303,PROFAM COMUNITARIO - CASCO CENTRAL
MIRANDA,VE15,BARUTA,VE1503,LAS MINAS DE BARUTA,VE150303,PROFAM COMUNITARIO - CASCO PERIFERICO
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,PROFAM COMUNITARIO - LA CEIBA - BARRIO UNION
MIRANDA,VE15,SUCRE,VE1519,CAUCAGUITA,VE151902,PROFAM COMUNITARIO - LOS SAPITOS -  CAUCAGUITA
MIRANDA,VE15,BARUTA,VE1503,LAS MINAS DE BARUTA,VE150303,PROFAM COMUNITARIO - OLAC - MINAS DE BARUTA
LARA,VE13,IRIBARREN,VE1303,SANTA ROSA,VE130305,PROFESOR VLADIMIR SILVA
ANZOATEGUI,VE03,JUAN ANTONIO SOTILLO,VE0308,PUERTO LA CRUZ,VE030801,PUERTO LA CRUZ(U.E.-F.Y A.)
ANZOATEGUI,VE03,ANACO,VE0301,NA,NA,RADIO FE Y ALEGRIA ANACO 103.9 FM
ANZOATEGUI,VE03,PEDRO MARIA FREITES,VE0313,NA,NA,RADIO FE Y ALEGRIA ANACO 103.9 FM
LARA,VE13,IRIBARREN,VE1303,NA,NA,RADIO FE Y ALEGRIA BARQUISIMETO 97.5 FM
LARA,VE13,PALAVECINO,VE1306,NA,NA,RADIO FE Y ALEGRIA BARQUISIMETO 97.5 FM
YARACUY,VE22,PENA,VE2210,NA,NA,RADIO FE Y ALEGRIA BARQUISIMETO 97.5 FM
MIRANDA,VE15,BARUTA,VE1503,NA,NA,RADIO FE Y ALEGRIA CARACAS 105.7 FM
MIRANDA,VE15,CHACAO,VE1507,NA,NA,RADIO FE Y ALEGRIA CARACAS 105.7 FM
MIRANDA,VE15,LOS SALIAS,VE1513,NA,NA,RADIO FE Y ALEGRIA CARACAS 105.7 FM
MIRANDA,VE15,SUCRE,VE1519,NA,NA,RADIO FE Y ALEGRIA CARACAS 105.7 FM
ARAGUA,VE05,JOSE RAFAEL REVENGA,VE0506,NA,NA,RADIO FE Y ALEGRIA CARACAS 1390 AM
MIRANDA,VE15,BARUTA,VE1503,NA,NA,RADIO FE Y ALEGRIA CARACAS 1390 AM
MIRANDA,VE15,CARRIZAL,VE1506,NA,NA,RADIO FE Y ALEGRIA CARACAS 1390 AM
MIRANDA,VE15,CHACAO,VE1507,NA,NA,RADIO FE Y ALEGRIA CARACAS 1390 AM
MIRANDA,VE15,CRISTOBAL ROJAS,VE1508,NA,NA,RADIO FE Y ALEGRIA CARACAS 1390 AM
MIRANDA,VE15,EL HATILLO,VE1509,NA,NA,RADIO FE Y ALEGRIA CARACAS 1390 AM
MIRANDA,VE15,GUAICAIPURO,VE1510,NA,NA,RADIO FE Y ALEGRIA CARACAS 1390 AM
MIRANDA,VE15,LOS SALIAS,VE1513,NA,NA,RADIO FE Y ALEGRIA CARACAS 1390 AM
MIRANDA,VE15,SUCRE,VE1519,NA,NA,RADIO FE Y ALEGRIA CARACAS 1390 AM
MIRANDA,VE15,URDANETA,VE1520,NA,NA,RADIO FE Y ALEGRIA CARACAS 1390 AM
ANZOATEGUI,VE03,INDEPENDENCIA,VE0307,NA,NA,RADIO FE Y ALEGRIA CIUDAD BOLIVAR 105.5 FM
BOLIVAR,VE07,HERES,VE0705,NA,NA,RADIO FE Y ALEGRIA CIUDAD BOLIVAR 105.5 FM
ANZOATEGUI,VE03,INDEPENDENCIA,VE0307,NA,NA,RADIO FE Y ALEGRIA CIUDAD GUAYANA 103.1 FM
BOLIVAR,VE07,HERES,VE0705,NA,NA,RADIO FE Y ALEGRIA CIUDAD GUAYANA 103.1 FM
BOLIVAR,VE07,PIAR,VE0706,NA,NA,RADIO FE Y ALEGRIA CIUDAD GUAYANA 103.1 FM
MONAGAS,VE16,MATURIN,VE1608,NA,NA,RADIO FE Y ALEGRIA CIUDAD GUAYANA 103.1 FM
MONAGAS,VE16,SOTILLO,VE1612,NA,NA,RADIO FE Y ALEGRIA CIUDAD GUAYANA 103.1 FM
MONAGAS,VE16,URACOA,VE1613,NA,NA,RADIO FE Y ALEGRIA CIUDAD GUAYANA 103.1 FM
SUCRE,VE19,CRUZ SALMERON ACOSTA,VE1908,NA,NA,RADIO FE Y ALEGRIA CUMANA 92.1 FM
SUCRE,VE19,SUCRE,VE1914,NA,NA,RADIO FE Y ALEGRIA CUMANA 92.1 FM
APURE,VE04,PAEZ,VE0404,NA,NA,RADIO FE Y ALEGRIA EL NULA 106.1 FM
ANZOATEGUI,VE03,FRANCISCO DE MIRANDA,VE0305,NA,NA,RADIO FE Y ALEGRIA EL TIGRE 91.7 FM
ANZOATEGUI,VE03,PEDRO MARIA FREITES,VE0313,NA,NA,RADIO FE Y ALEGRIA EL TIGRE 91.7 FM
ANZOATEGUI,VE03,SAN JOSE DE GUANIPA,VE0315,NA,NA,RADIO FE Y ALEGRIA EL TIGRE 91.7 FM
ANZOATEGUI,VE03,SIMON RODRIGUEZ,VE0319,NA,NA,RADIO FE Y ALEGRIA EL TIGRE 91.7 FM
ANZOATEGUI,VE03,FRANCISCO DE MIRANDA,VE0305,NA,NA,RADIO FE Y ALEGRIA EL TIGRE 940 AM
ANZOATEGUI,VE03,INDEPENDENCIA,VE0307,NA,NA,RADIO FE Y ALEGRIA EL TIGRE 940 AM
ANZOATEGUI,VE03,JOSE GREGORIO MONAGAS,VE0310,NA,NA,RADIO FE Y ALEGRIA EL TIGRE 940 AM
ANZOATEGUI,VE03,SAN JOSE DE GUANIPA,VE0315,NA,NA,RADIO FE Y ALEGRIA EL TIGRE 940 AM
ANZOATEGUI,VE03,SIMON RODRIGUEZ,VE0319,NA,NA,RADIO FE Y ALEGRIA EL TIGRE 940 AM
BOLIVAR,VE07,HERES,VE0705,NA,NA,RADIO FE Y ALEGRIA EL TIGRE 940 AM
APURE,VE04,PAEZ,VE0404,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 101.1 FM
APURE,VE04,PAEZ,VE0404,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 101.1 FM
BARINAS,VE06,EZEQUIEL ZAMORA,VE0607,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 101.1 FM
APURE,VE04,ACHAGUAS,VE0401,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
APURE,VE04,BIRUACA,VE0402,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
APURE,VE04,MUNOZ,VE0403,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
APURE,VE04,PAEZ,VE0404,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
APURE,VE04,PEDRO CAMEJO,VE0405,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
APURE,VE04,ROMULO GALLEGOS,VE0406,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
BARINAS,VE06,ALBERTO ARVELO TORREALBA,VE0601,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
BARINAS,VE06,ANDRES ELOY BLANCO,VE0612,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
BARINAS,VE06,ANTONIO JOSE DE SUCRE,VE0602,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
BARINAS,VE06,ARISMENDI,VE0603,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
BARINAS,VE06,BARINAS,VE0604,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
BARINAS,VE06,BOLIVAR,VE0605,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
BARINAS,VE06,CRUZ PAREDES,VE0606,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
BARINAS,VE06,EZEQUIEL ZAMORA,VE0607,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
BARINAS,VE06,OBISPOS,VE0608,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
BARINAS,VE06,PEDRAZA,VE0609,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
BARINAS,VE06,ROJAS,VE0610,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
BARINAS,VE06,SOSA,VE0611,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,ALBERTO ADRIANI,VE1401,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,ANDRES BELLO,VE1402,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,ANTONIO PINTO SALINAS,VE1403,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,ARICAGUA,VE1404,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,ARZOBISPO CHACON,VE1405,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,CARDENAL QUINTERO,VE1408,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,GUARAQUE,VE1409,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,JULIO CESAR SALA,VE1410,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,LIBERTADOR,VE1412,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,RANGEL,VE1417,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,SANTOS MARQUINA,VE1419,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,TOVAR,VE1421,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,TULIO FEBRES CORDERO,VE1422,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
MERIDA,VE14,ZEA,VE1423,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
PORTUGUESA,VE18,AGUA BLANCA,VE1801,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
PORTUGUESA,VE18,ARAURE,VE1802,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
PORTUGUESA,VE18,ESTELLER,VE1803,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
PORTUGUESA,VE18,GUANARE,VE1804,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
PORTUGUESA,VE18,MONSENOR JOSE VICENTE DE UNDA,VE1806,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
PORTUGUESA,VE18,SUCRE,VE1813,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
PORTUGUESA,VE18,TUREN,VE1814,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,ANDRES BELLO,VE2001,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,ANTONIO ROMULO COSTA,VE2002,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,AYACUCHO,VE2003,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,BOLIVAR,VE2004,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,CARDENAS,VE2005,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,CORDOBA,VE2006,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,FERNANDEZ FEO,VE2007,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,FRANCISCO DE MIRANDA,VE2008,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,GUASIMOS,VE2010,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,INDEPENDENCIA,VE2011,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,JAUREGUI,VE2012,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,JUNIN,VE2014,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,LIBERTAD,VE2015,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,LIBERTADOR,VE2016,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,LOBATERA,VE2017,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,MICHELENA,VE2018,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,PANAMERICANO,VE2019,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,PEDRO MARIA URENA,VE2020,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,RAFAEL URDANETA,VE2021,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,SAN CRISTOBAL,VE2023,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,SAN JUDAS TADEO,VE2029,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,SEBORUCO,VE2024,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,SIMON RODRIGUEZ,VE2025,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,SUCRE,VE2026,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,TORBES,VE2027,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
TACHIRA,VE20,URIBANTE,VE2028,NA,NA,RADIO FE Y ALEGRIA GUASDUALITO 620 AM
ZULIA,VE23,CATATUMBO,VE2304,NA,NA,RADIO FE Y ALEGRIA MACHIQUES 105.5 FM
ZULIA,VE23,MACHIQUES DE PERIJA,VE2311,NA,NA,RADIO FE Y ALEGRIA MACHIQUES 105.5 FM
ZULIA,VE23,ROSARIO DE PERIJA,VE2316,NA,NA,RADIO FE Y ALEGRIA MACHIQUES 105.5 FM
FALCON,VE11,MAUROA,VE1113,NA,NA,RADIO FE Y ALEGRIA MARACAIBO 88.1 FM
ZULIA,VE23,ALMIRANTE PADILLA,VE2301,NA,NA,RADIO FE Y ALEGRIA MARACAIBO 88.1 FM
ZULIA,VE23,CABIMAS,VE2303,NA,NA,RADIO FE Y ALEGRIA MARACAIBO 88.1 FM
ZULIA,VE23,JESUS ENRIQUE LOSSADA,VE2307,NA,NA,RADIO FE Y ALEGRIA MARACAIBO 88.1 FM
ZULIA,VE23,LA CANADA DE URDANETA,VE2309,NA,NA,RADIO FE Y ALEGRIA MARACAIBO 88.1 FM
ZULIA,VE23,MARA,VE2312,NA,NA,RADIO FE Y ALEGRIA MARACAIBO 88.1 FM
ZULIA,VE23,MARACAIBO,VE2313,NA,NA,RADIO FE Y ALEGRIA MARACAIBO 88.1 FM
ZULIA,VE23,MIRANDA,VE2314,NA,NA,RADIO FE Y ALEGRIA MARACAIBO 88.1 FM
ZULIA,VE23,SAN FRANCISCO,VE2317,NA,NA,RADIO FE Y ALEGRIA MARACAIBO 88.1 FM
ZULIA,VE23,SANTA RITA,VE2318,NA,NA,RADIO FE Y ALEGRIA MARACAIBO 88.1 FM
ZULIA,VE23,SIMON BOLIVAR,VE2319,NA,NA,RADIO FE Y ALEGRIA MARACAIBO 88.1 FM
MONAGAS,VE16,MATURIN,VE1608,NA,NA,RADIO FE Y ALEGRIA MATURIN 105.9 FM
MONAGAS,VE16,PUNCERES,VE1610,NA,NA,RADIO FE Y ALEGRIA MATURIN 105.9 FM
MERIDA,VE14,CAMPO ELIAS,VE1406,NA,NA,RADIO FE Y ALEGRIA MERIDA 105.9 FM
MERIDA,VE14,LIBERTADOR,VE1412,NA,NA,RADIO FE Y ALEGRIA MERIDA 105.9 FM
MERIDA,VE14,SANTOS MARQUINA,VE1419,NA,NA,RADIO FE Y ALEGRIA MERIDA 105.9 FM
ZULIA,VE23,ALMIRANTE PADILLA,VE2301,NA,NA,RADIO FE Y ALEGRIA PARAGUAIPOA 92.3 FM
ZULIA,VE23,GUAJIRA,VE2315,NA,NA,RADIO FE Y ALEGRIA PARAGUAIPOA 92.3 FM
ZULIA,VE23,JESUS ENRIQUE LOSSADA,VE2307,NA,NA,RADIO FE Y ALEGRIA PARAGUAIPOA 92.3 FM
ZULIA,VE23,MARA,VE2312,NA,NA,RADIO FE Y ALEGRIA PARAGUAIPOA 92.3 FM
ANZOATEGUI,VE03,FRANCISCO DE MIRANDA,VE0305,NA,NA,RADIO FE Y ALEGRIA PARIAGUAN 91.3 FM
ANZOATEGUI,VE03,DIEGO BAUTISTA URBANEJA,VE0321,NA,NA,RADIO FE Y ALEGRIA PUERTO LA CRUZ 101.3 FM
ANZOATEGUI,VE03,GUANTA,VE0306,NA,NA,RADIO FE Y ALEGRIA PUERTO LA CRUZ 101.3 FM
ANZOATEGUI,VE03,JUAN ANTONIO SOTILLO,VE0308,NA,NA,RADIO FE Y ALEGRIA PUERTO LA CRUZ 101.3 FM
TACHIRA,VE20,CARDENAS,VE2005,NA,NA,RADIO FE Y ALEGRIA SAN CRISTOBAL 95.7 FM
TACHIRA,VE20,GUASIMOS,VE2010,NA,NA,RADIO FE Y ALEGRIA SAN CRISTOBAL 95.7 FM
TACHIRA,VE20,INDEPENDENCIA,VE2011,NA,NA,RADIO FE Y ALEGRIA SAN CRISTOBAL 95.7 FM
TACHIRA,VE20,LIBERTAD,VE2015,NA,NA,RADIO FE Y ALEGRIA SAN CRISTOBAL 95.7 FM
TACHIRA,VE20,SAN CRISTOBAL,VE2023,NA,NA,RADIO FE Y ALEGRIA SAN CRISTOBAL 95.7 FM
GUARICO,VE12,JUAN GERMAN ROSCIO,VE1212,NA,NA,RADIO FE Y ALEGRIA SAN JUAN DE LOS MORROS 94.3 FM
DELTA AMACURO,VE10,ANTONIO DIAZ,VE1001,NA,NA,RADIO FE Y ALEGRIA TUCUPITA 92.1 FM
DELTA AMACURO,VE10,CASACOIMA,VE1002,NA,NA,RADIO FE Y ALEGRIA TUCUPITA 92.1 FM
DELTA AMACURO,VE10,PEDERNALES,VE1003,NA,NA,RADIO FE Y ALEGRIA TUCUPITA 92.1 FM
DELTA AMACURO,VE10,TUCUPITA,VE1004,NA,NA,RADIO FE Y ALEGRIA TUCUPITA 92.1 FM
MONAGAS,VE16,MATURIN,VE1608,NA,NA,RADIO FE Y ALEGRIA TUCUPITA 92.1 FM
MONAGAS,VE16,SOTILLO,VE1612,NA,NA,RADIO FE Y ALEGRIA TUCUPITA 92.1 FM
MONAGAS,VE16,URACOA,VE1613,NA,NA,RADIO FE Y ALEGRIA TUCUPITA 92.1 FM
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,REGION EDUCATIVA SUCRE
MIRANDA,VE15,SUCRE,VE1519,NA,NA,REGION EDUCATIVA SUCRE ´ LOS BOMBEROS ´
MIRANDA,VE15,ACEVEDO,VE1501,CAUCAGUA,VE150101,RICARDA TOVAR
MERIDA,VE14,ALBERTO ADRIANI,VE1401,PRESIDENTE ROMULO GALLEGOS,VE140101,ROSA VIRGINIA MARTINEZ ARAUJO NER 126
MIRANDA,VE15,GUAICAIPURO,VE1510,LOS TEQUES,VE151001,SAGRADA FAMILIA
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,SAGRADO CORAZON
MIRANDA,VE15,GUAICAIPURO,VE1510,LOS TEQUES,VE151001,SAGRADO CORAZON DE JESUS
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,ALTAGRACIA,VE010101,SAN ANTONIO (U.E.P.-COL.)
LARA,VE13,IRIBARREN,VE1303,JUAN DE VILLEGAS,VE130304,SAN FRANCISCO
MERIDA,VE14,CAMPO ELIAS,VE1406,MATRIZ,VE140602,SAN FRANCISCO DE ASIS
CARABOBO,VE08,VALENCIA,VE0814,SAN BLAS,VE081406,SAN FRANCISCO DE SALES
LARA,VE13,IRIBARREN,VE1303,JUAN DE VILLEGAS,VE130304,SAN FRANCISCO TINAJITAS (ANEXO) 0
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,EL VALLE,VE010110,SAN JOSE (COL.)
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SANTA ROSALIA,VE010119,SAN JUAN BAUTISTA (E.B.PRQ.)
BOLIVAR,VE07,CARONI,VE0701,CHIRICA,VE070102,"SAN JUDAS TADEO, FRANCISCA DUARTE"
SUCRE,VE19,SUCRE,VE1914,ALTAGRACIA,VE191401,SAN LUIS GONZAGA (U.E. FYA)
ZULIA,VE23,MARACAIBO,VE2313,ANTONIO BORJAS ROMERO,VE231301,SAN MARCO DE LEON
MIRANDA,VE15,ZAMORA,VE1521,GUATIRE,VE152101,SAN VICENTE DE PAUL
CARABOBO,VE08,VALENCIA,VE0814,MIGUEL PENA,VE081404,SANTA ANA
PORTUGUESA,VE18,PAEZ,VE1808,PAEZ,VE180801,SANTA ELENA
MIRANDA,VE15,ZAMORA,VE1521,GUATIRE,VE152101,SANTA MARIA GORETTI
TACHIRA,VE20,JOSE MARIA VARGAS,VE2013,JOSE MARIA VARGAS,VE201301,SANTA MARIA MICAELA (U.E.-COL.)
ANZOATEGUI,VE03,ANACO,VE0301,ANACO,VE030101,SANTA TERESA DE JESUS (U.E.-F.Y A.)
CARABOBO,VE08,VALENCIA,VE0814,MIGUEL PENA,VE081404,SANTA TERESITA
MERIDA,VE14,ALBERTO ADRIANI,VE1401,PRESIDENTE PAEZ,VE140102,SANTIAGO DE ONIA
MIRANDA,VE15,GUAICAIPURO,VE1510,LOS TEQUES,VE151001,SECRETARIA DE EDUCACION
ZULIA,VE23,MARACAIBO,VE2313,FRANCISCO EUGENIO BUSTAMANTE,VE231309,SEDE OFICINA ZONA ZULIA PROGRAMA ESCUELA
MIRANDA,VE15,ZAMORA,VE1521,GUATIRE,VE152101,SENIFA LOS MIGUELITOS
LARA,VE13,IRIBARREN,VE1303,CATEDRAL,VE130301,SIMON BOLIVAR
CARABOBO,VE08,SAN JOAQUIN,VE0813,SAN JOAQUIN,VE081301,SIMON RODRIGUEZ
DELTA AMACURO,VE10,TUCUPITA,VE1004,JUAN MILLAN,VE100403,SIMONCITO BOLIVARIANO DR. DIEGO CARBONELL
DELTA AMACURO,VE10,TUCUPITA,VE1004,JUAN MILLAN,VE100403,SIMONCITO ESTADAL BOLIVARIANO MARAIZA
MIRANDA,VE15,LANDER,VE1512,SANTA BARBARA,VE151203,SIMONCITO MUNDO INFANTIL
DELTA AMACURO,VE10,TUCUPITA,VE1004,JUAN MILLAN,VE100403,SIMONCITO NACIONAL BOLIVARIANO DR. RAUL VAN PRAAG
ZULIA,VE23,MARACAIBO,VE2313,IDELFONSO VASQUEZ,VE231310,SOLANDA ELOINA GARCIA AREVALO
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,SUENOS DE UN NINO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,ANTIMANO,VE010102,SUPERATEC - ANTIMANO
MIRANDA,VE15,BARUTA,VE1503,BARUTA,VE150301,SUPERATEC - BARUTA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,SUPERATEC - CATIA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,EL VALLE,VE010110,SUPERATEC - EL VALLE
MIRANDA,VE15,ZAMORA,VE1521,GUATIRE,VE152101,SUPERATEC - GUATIRE
MIRANDA,VE15,GUAICAIPURO,VE1510,LOS TEQUES,VE151001,SUPERATEC - LOS TEQUES
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,SUPERATEC - PETARE
MIRANDA,VE15,PAZ CASTILLO,VE1515,SANTA LUCIA,VE151501,SUPERVISOR PAZ CASTILLO
MIRANDA,VE15,INDEPENDENCIA,VE1511,SANTA TERESA DEL TUY,VE151101,SUPERVISORA INDEPENDENCIA
MIRANDA,VE15,SIMON BOLIVAR,VE1518,SAN FRANCISCO DE YARE,VE151801,SUPERVISORA SIMON BOLIVAR
ZULIA,VE23,ROSARIO DE PERIJA,VE2316,EL ROSARIO,VE231601,T.E.L. TEODORA RAMONA PAEZ
DELTA AMACURO,VE10,TUCUPITA,VE1004,JOSE VIDAL MARCANO,VE100402,T.E.L.N. BOLIV. DON CECILIO ACOSTA
ZULIA,VE23,MARACAIBO,VE2313,COQUIVACOA,VE231307,TALLER LABORAL MARACAIBO
LA GUAIRA,VE24,VARGAS,VE2401,CARAYACA,VE240102,TARMA
MIRANDA,VE15,LOS SALIAS,VE1513,SAN ANTONIO DE LOS ALTOS,VE151301,TEL CONCEPCION MARINO
FALCON,VE11,ZAMORA,VE1125,PUERTO CUMAREBO,VE112501,TEL JOSEFA CAMEJO
MONAGAS,VE16,LIBERTADOR,VE1607,LIBERTADOR,VE160701,TEMBLADOR (U.E.-F.Y A.)
BARINAS,VE06,BARINAS,VE0604,CORAZON DE JESUS,VE060409,TERESA DE LA ASUNCION
MERIDA,VE14,LIBERTADOR,VE1412,GONZALO PICON FEBRES,VE141206,TIMOTEO AGUIRRE  PE
MERIDA,VE14,TOVAR,VE1421,TOVAR,VE142104,TOVAR
AMAZONAS,VE02,AUTANA,VE0204,AUTONOMO AUTANA,VE020400,U E ARATUWA
